os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 26.04 LTS,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32124668,6.18.34-tkg--wils-v2.0,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
49.473,20.213,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,205996207
38.8684,25.7278,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,231724245
39.3346,25.4229,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,257147391
38.5118,25.9661,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,283113696
38.6802,25.853,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,308966939
38.0715,26.2664,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,335233517
40.4608,24.7153,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,359949006
39.1912,25.5159,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,385465217
37.922,26.3699,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,411835369
39.4126,25.3726,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,437208131
39.1907,25.5162,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,462724562
39.4259,25.3641,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,488088858
37.5255,26.6485,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,514737593
39.4381,25.3562,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,540094124
39.3519,25.4117,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,565506079
37.5952,26.5992,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,592105431
38.4862,25.9834,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,618088889
38.9586,25.6683,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,643757445
35.1601,28.4413,1.45278,6.4315,17,57,48,800,2350,0.460533,8,5.18789,0,0,3761,672200695
44.3224,22.562,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,694761253
38.3714,26.061,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,720822476
38.4146,26.0318,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,746854514
38.8568,25.7355,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,772590196
38.0003,26.3155,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,798905977
40.3991,24.753,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,823659257
38.2536,26.1413,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,849800790
38.255,26.1404,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,875941382
40.3618,24.7759,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,900717535
38.4875,25.9825,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,926700241
38.9827,25.6524,0.486027,5.48055,19,52,48,800,2170,0.460533,1,5.18777,0,0,4734,952352887
